사과__08/NNG	동시/NNG 에/JKB 국내/NNG 각/MM 언론사/NNG 에/JKB 	사과/NNG	성명/NNG 을/JKO 발표/NNG 하/XSV 겠/EP 다는/ETM 약속/NNG 까지/JX 하/VV 았/EP 다/EF ./SF 
배__01/NNG	이놈/NP 이/JKS 소/NNG 의/JKG 혀바닥/NNG ,/SP 꼬리/NNG 따위/NNB 가/JKS 잘/MAG 닿/VV 지/EC 않/VX 는/ETM 소/NNG 의/JKG 사타구니/NNG 나/JC 	배/NNG	아래쪽/NNG 부분/NNG 에/JKB 붙/VV 어/EC 피/NNG 를/JKO 빨/VV 면/EC 지체/NNG 없이/MAG 잡/VV 아/EC 주/VX 어야/EC 하/VX ᆫ다/EF ./SF 
배__09/NNG	돼지/NNG 처럼/JKB 한꺼번에/MAG 두/MM 마리/NNB 이상/NNG 새끼/NNG 를/JKO 낳/VV 는/ETM 다산/NNG 성/XSN 으로/JKB 품종/NNG 이/JKS 개량/NNG 되/XSV 어/EC 불과/MAG 5/SN 년/NNB 반/NNG 동안/NNG 에/JKB 두/MM 	배/NNG	가/JKS 넘/VV 게/EC 늘어나/VV ᆯ/ETM 수/NNB 는/JX 없/VA 다/EF ./SF 
배__01/NNG	를/JKO 얻/VV 은/ETM 농부/NNG 가/JKS 운명/NNG 은/JX 하늘/NNG 에/JKB 맡기/VV 고/EC 몰/VV 고/EC 오/VV 던/ETM 소/NNG 의/JKG 코뚜레/NNG 를/JKO 빼/VV 고/EC 고삐/NNG 는/JX 소/NNG 의/JKG 	배/NNG	와/JC 목/NNG 에/JKB 걸/VV 어/EC 마치/MAG 말고삐/NNG 처럼/JKB 움켜잡/VV 고/EC 소/NNG 등/NNG 에/JKB 올라붙/VV 어/EC "/SS 소/NNG 야/JKV ,/SP 나/NP ᆯ/JKO 살리/VV 어라/EC "/SS 고함치/VV 
배__09/NNG	작년/NNG 미국/NNP 산/XSN 수입/NNG 감자/NNG 가/JKS 3/SN 천/NR 톤/NNG 으로/JKB 재작년/NNG 보다/JKB 다섯/NR 	배/NNG	이상/NNG 늘어나/VV 았/EP 기/ETN 때문/NNB 이/VCP 란다/EF ./SF 
배__01/NNG	남/NNG 의/JKG 목화/NNG 와/JC 석유/NNG 섬유/NNG 로/JKB 옷/NNG 하/VV 아/EC 입/VV 고/EC 남/NNG 의/JKG 밀/NNG 과/JC 쌀/NNG 로써/JKB 	배/NNG	를/JKO 채우/VV 는/ETM 우리/NP 도/JX 자존심/NNG 을/JKO 가지/VV ᆫ/ETM 하나/NR 의/JKG 민족/NNG 이/VCP 라고/EC 세계/NNG 속/NNG 에/JKB 얼굴/NNG 을/JKO 들/VV 고/EC 떳떳/XR 하/XSA 게/EC 나서/VV 
배__09/NNG	8/SN 킬로그램/NNB ,/SP 비료/NNG 사용량/NNG 106/SN 킬로그램/NNB 에/JKB 견주/VV 어/EC 이/MM 점/NNG 에서/JKB 는/JX 미국/NNP 보다/JKB 4/SN ∼/SO 5/SN 	배/NNG	앞지르/VV 고/EC 있/VX 다/EF ./SF 
배__09/NNG	5/SN 	배/NNG	내지/MAG 6/SN 배/NNG 증대/NNG 되/XSV ᆫ다고/EC 하/VV 니/EC ,/SP 발해/NNP 의/JKG 생산력/NNG 발전/NNG 을/JKO 어렴풋/XR 이나마/JX 느끼/VV 게/EC 하/VX ᆫ다/EF ./SF 
배__09/NNG	5/SN 배/NNG 내지/MAG 6/SN 	배/NNG	증대/NNG 되/XSV ᆫ다고/EC 하/VV 니/EC ,/SP 발해/NNP 의/JKG 생산력/NNG 발전/NNG 을/JKO 어렴풋/XR 이나마/JX 느끼/VV 게/EC 하/VX ᆫ다/EF ./SF 
배__02/NNG	新羅道/SH )/SS 를/JKO 통하/VV 아/EC 신라/NNP 와/JKB 교류/NNG 하/XSV 았/EP 고/EC ,/SP 여기/NP 서/JKB 연해주/NNP 의/JKG 끄라스끼노/NNP 로/JKB 나가/VV 아/EC 염주성/NNP (/SS 鹽州城/SH )/SS 으로부터/JKB 	배/NNG	를/JKO 타/VV 고/EC 일본/NNP 으로/JKB 향하/VV 았/EP 다/EF ./SF 
배__02/NNG	우리/NP 나라/NNG 에서/JKB 가장/MAG 춥/VA 다는/ETM 중강진/NNP 맞/VV 은/ETM 편/NNB 의/JKG 발해/NNP 신주/NNP 에서부터/JKB 는/JX 압록강/NNP 을/JKO 따르/VV 아/EC 	배/NNG	를/JKO 타/VV 고/EC 내려가/VV 면서/EC ,/SP 고구려/NNP 수도/NNG 이/VCP 었/EP 고/EC 발해/NNP 때/NNG 에/JKB 환주/NNP (/SS 桓州/SH )/SS 의/JKG 소재지/NNG 이/VCP 었/EP 던/ETM 집안/NNG 을/JKO 
배__02/NNG	"/SS 붉/VA 은/ETM 관복/NNG 을/JKO 입/VV 고/EC 사신/NNG 으로/JKB 가/VV 았/EP 으니/EC ,/SP 833/SN 년/NNB 가을/NNG 에/JKB 두/MM 척/NNB 의/JKG 	배/NNG	를/JKO 타/VV 고/EC 동쪽/NNG 으로/JKB 만/NR 리/NNB 의/JKG 바닷길/NNG 을/JKO 건너가/VV 았/EP 다/EF ./SF 
배__02/NNG	이/NP 들/XSN 은/JX 압록강/NNP 입구/NNG 에서/JKB 출발/NNG 하/XSV 아/EC 	배/NNG	를/JKO 타/VV 고/EC 발해만/NNP 을/JKO 건너가/VV 았/EP 으니/EC ,/SP 우리/NP 역사/NNG 상/XSN 보/VV 기/ETN 드물/VA ᆫ/ETM 해외/NNG 원정/NNG 이/VCP 었/EP 다/EF ./SF 
배__02/NNG		배/NNG	떠나/VV 던/ETM 항구/NNG 도시/NNG 우리/NP 들/XSN 에게/JKB 해삼위/NNP [/SS 海蔘威/SH ]/SS 이/VCP 라는/ETM 이름/NNG 으로/JKB 도/JX 알리/VV 어/EC 지/VX 어/EC 있/VX 는/ETM 블라디보스똑/NNP 은/JX 1860/SN 
배__02/NNG	우리/NP 조사단/NNG 이/JKS 	배/NNG	를/JKO 타/VV 기/ETN 위하/VV 아/EC 항구/NNG 에/JKB 도착/NNG 하/XSV 니/EC 여객선/NNG 바로/MAG 옆/NNG 에/JKB 그/NP 들/XSN 이/JKS 자랑/NNG 하/XSV 는/ETM 원동/NNG 함대/NNG 의/JKG 군함/NNG 들/XSN 
배__02/NNG	빨라디/NNP 까파로프/NNP 가/JKS 발견/NNG 하/XSV 았/EP 다고/EC 하/VV 는/ETM 항구/NNG 란/JX 발해/NNP 시대/NNG 에/JKB 일본/NNP 으로/JKB 	배/NNG	가/JKS 왕래/NNG 하/XSV 던/ETM 곳/NNG 이/VCP 다/EF ./SF 
배__02/NNG	사신/NNG 들/XSN 은/JX 이곳/NP 에서/JKB 두만강/NNP 을/JKO 통하/VV 아/EC 바다/NNG 로/JKB 나가/VV ᆫ/ETM 것/NNB 이/JKC 아니/VCN 고/EC ,/SP 육로/NNG 로/JKB 염주/NNP 에/JKB 까지/JX 오/VV 아서/EC 	배/NNG	를/JKO 타/VV 았었/EP 다/EF ./SF 
배__02/NNG	사신단/NNG 규모/NNG 가/JKS 보통/MAG 105/SN 명/NNB 정도/NNG 이/VCP 었/EP 으므로/EC 이/MM 항구/NNG 에/JKB 는/JX 비교/NNG 적/XSN 크/VA ᆫ/ETM 	배/NNG	가/JKS 정박/NNG 하/XSV 고/EC 있/VX 었/EP 을/ETM 것/NNB 이/VCP 다/EF ./SF 
배__02/NNG	달/VV ᆫ/ETM 범선/NNG (/SS 帆船/SH )/SS 이/JKS 그리/VV 어/EC 지/VX 어/EC 있/VX 는/ETM 것/NNB 이/JKS 있/VV 는데/EC ,/SP 아마/MAG 발해/NNP 에서/JKB 도/JX 이러/XR 하/XSA ᆫ/ETM 	배/NNG	를/JKO 이용/NNG 하/XSV 았/EP 을/ETM 것/NNB 이/VCP 다/EF ./SF 
배__02/NNG	11/SN 척/NNB 의/JKG 	배/NNG	로/JKB 구성/NNG 되/XSV ᆫ/ETM 이/NP 들/XSN 일행/NNG 은/JX 모두/MAG 50/SN 여/XSN 척/NNB 으로/JKB 구성/NNG 되/XSV ᆫ/ETM 청/NNP ·/SP 조/NNP 연합군/NNG 을/JKO 당하/VV 아/EC 내/VX ᆯ/ETM 
배__02/NNG	이/MM 전투/NNG 에서/JKB 러시아/NNP 	배/NNG	10/SN 척/NNB 이/JKS 불/NNG 에/JKB 타/VV 고/EC 스떼빠노프/NNP 대장/NNG 을/JKO 비롯/XR 하/XSV ᆫ/ETM 270/SN 명/NNB 이/JKS 전사/NNG 하/XSV 았/EP 다/EF ./SF 
배__09/NNG	환율/NNG 로/JKB 만/JX 따지/VV ᆫ다면/EC 물가/NNG 가/JKS 세/MM 	배/NNG	나/JX 오르/VV ᆫ/ETM 것/NNB 으로/JKB 되/VV 어/EC 매달/MAG 곱절/NNG 씩/XSN 오르/VV 았/EP 다는/ETM 계산/NNG 이/JKC 되/VV ᆫ다/EF ./SF 
배__09/NNG	가격/NNG 이/JKS 180/SN 	배/NNG	이/VCP 나/EC 오르/VV ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF 
배__02/NNG	이/JKS 세우/VV ᆫ/ETM 도시/NNG 의/JKG 시발점/NNG 으로/JKB ,/SP 그/MM 옆/NNG 으로/JKB 아무르/NNP 강변/NNG 에/JKB 세우/VV 어/EC 지/VX 어/EC 있/VX 는/ETM 체육/NNG 경기장/NNG 이/JKS 러시아인/NNG 의/JKG 	배/NNG	가/JKS 처음/NNG 도착/NNG 하/XSV ᆫ/ETM 자리/NNG 이/VCP 라고/EC 하/VV ᆫ다/EF ./SF 
배__02/NNG	오가/VV 는/ETM 사람/NNG 들/XSN 로/JKB 떠들썩/XR 하/XSA 던/ETM 강가/NNG 의/JKG 선착장/NNG 은/JX 	배/NNG	마저/JX 오/VV ᆫ/ETM 데/NNB 가/VV ᆫ/ETM 데/NNB 없이/MAG 꽁꽁/MAG 얼어붙/VV 어/EC 있/VX 었/EP 다/EF ./SF 
배__02/NNG	여름/NNG 에/JKB 는/JX 	배/NNG	를/JKO 타/VV 고/EC 강/NNG 을/JKO 건너/VV 고/EC 겨울/NNG 에/JKB 는/JX 얼음/NNG 위/NNG 로/JKB 걷/VV 어서/EC 건너다니/VV 었/EP 다/EF ./SF 
배__02/NNG	그리고/MAJ 사람/NNG 이/JKS 	배/NNG	를/JKO 타/VV 고/EC 있/VX 는/ETM 모습/NNG 도/JX 새기/VV 어/EC 지/VX 어/EC 있/VX 다/EF ./SF 
배__09/NNG	8/SN 	배/NNG	를/JKO 곱하/VV 면/EC 우리/NP 돈/NNG 으로/JKB 환산/NNG 이/JKC 되/VV 니/EC 얼마나/MAG 싸/VA ᆫ/ETM 지/NNB 알/VV ᆯ/ETM 수/NNB 있/VV 을/ETM 것/NNB 이/VCP 다/EF ./SF 
배__02/NNG	스베뜨란스까야/NNP 는/JX 이곳/NP 에/JKB 도착/NNG 하/XSV 았/EP 던/ETM 러시아/NNP 	배/NNG	의/JKG 이름/NNG 이/VCP 기/ETN 도/JX 하/VX 다/EF ./SF 
배__02/NNG	그/NP 는/JX 영조/NNP 22/SN 년/NNB (/SS 1746/SN )/SS 6/SN 월/NNB 11/SN 일/NNB 에/JKB 두/MM 척/NNB 의/JKG 	배/NNG	에/JKB 식량/NNG 을/JKO 싣/VV 고서/EC 어둡/VA 어/EC 지/VX ᆯ/ETM 무렵/NNB 에/JKB 두만강/NNP 입구/NNG 에/JKB 있/VV 는/ETM 서수라/NNP (/SS 西水羅/SH )/SS 를/JKO 출발/NNG 하/XSV 았/EP 다/EF 
배__02/NNG	청나라/NNP 사람/NNG 들/XSN 은/JX 가죽/NNG 으로/JKB 만들/VV ᆫ/ETM 작/VA 은/ETM 	배/NNG	로/JKB 곡식/NNG 을/JKO 운반/NNG 하/XSV 아/EC 속도/NNG 가/JKS 아주/MAG 느리/VA 었/EP 다/EF ./SF 
배__02/NNG	반면/NNG 에/JKB 김만빈/NNP 일행/NNG 은/JX 이/MM 곳/NNG 사정/NNG 을/JKO 잘/MAG 알/VV 고/EC 있/VX 었/EP 으므로/EC 자신/NNG 의/JKG 크/VA ᆫ/ETM 	배/NNG	에/JKB 짐/NNG 을/JKO 나누/VV 어/EC 싣/VV 으면/EC 어떻/VA 겠/EP 느냐고/EC 묻/VV 으니/EC ,/SP 그/NP 들/XSN 은/JX 크/VA 게/EC 기뻐하/VV 았/EP 다/EF ./SF 
배__02/NNG	을/JKO 잡/VV 거든/EC 후춘/NNP (/SS 後春/SH ,/SP 지금/NNG 의/JKG 渾春/SH )/SS 과/JC 조선/NNP 의/JKG 경계/NNG 에서/JKB 압송/NNG 시키/XSV 어/EC 달/VX 라는/ETM 부탁/NNG 을/JKO 하/VV 고/EC 	배/NNG	를/JKO 출발/NNG 시키/XSV 었/EP 다/EF ./SF 
배__02/NNG	사신/NNG 들/XSN 을/JKO 태우/VV ᆫ/ETM 	배/NNG	가/JKS 드나들/VV 던/ETM 후쿠라/NNP 항/NNG (/SS 福浦港/SH )/SS ,/SP 일행/NNG 이/JKS 묵/VV 었/EP 던/ETM 객원/NNG (/SS 客院/SH )/SS 자리/NNG 들/XSN ,/SP 제사/NNG 와/JKB 관련/NNG 되/XSV 
배__02/NNG	4/SN 생/XSN (/SS 生/SH )/SS 의/JKG 장애/NNG 를/JKO 뚫/VV 고/EC 지나/VV 았/EP 으며/EC ,/SP 5/SN 탁/NNG (/SS 濁/SH )/SS 의/JKG 세계/NNG 를/JKO 	배/NNG	타/VV 고/EC 건너/VV 었/EP 도다/EF ./SF 
배__09/NNG	그래서/MAJ 쟝/NNP 뤽/NNP 고다르/NNP 는/JX "/SS 필름/NNG 은/JX 매초/MAG 24/SN 	배/NNG	의/JKG 진리/NNG 이/VCP 다/EC "/SS 이/VCP 라고/EC 말/NNG 하/XSV 기/ETN 까지/JX 하/VX 았/EP 다/EF ./SF 
배__02/NNG	를/JKO 듣/VV 지/EC 않/VX 고/EC 지나가/VV 아야/EC 안전/NNG 하/XSA ᆫ데/EC 도/JX ,/SP 노래/NNG 에/JKB 정신/NNG 이/JKS 홀리/VV ᆫ/ETM 상태/NNG 이/VCP 므로/EC 그/MM 요정/NNG 들/XSN 에게/JKB 	배/NNG	를/JKO 돌리/VV 어/EC 그/NP 들/XSN 의/JKG 희생물/NNG 이/JKC 되/VV ᆫ다/EF ./SF 
배__01/NNG		배/NNG	를/JKO 땅/NNG 에/JKB 대/VV 거나/EC 등/NNG 을/JKO 땅/NNG 에/JKB 대/VV 거나/EC ,/SP 아마도/MAG 배/NNG 를/JKO 땅/NNG 에/JKB 대/VV 고/EC 포복/NNG 하/XSV 는/ETM 경우/NNG 가/JKS 더/MAG 
배__01/NNG	배/NNG 를/JKO 땅/NNG 에/JKB 대/VV 거나/EC 등/NNG 을/JKO 땅/NNG 에/JKB 대/VV 거나/EC ,/SP 아마도/MAG 	배/NNG	를/JKO 땅/NNG 에/JKB 대/VV 고/EC 포복/NNG 하/XSV 는/ETM 경우/NNG 가/JKS 더/MAG 많/VA 을/ETM 듯/NNB 하/XSA ᆫ데/EC ,/SP 그때/NNG 는/JX 입/NNG 과/JC 눈/NNG 과/JC 코/NNG 가/JKS 
배__01/NNG	아니/VCN 면/EC 	배/NNG	가/JKS 터지/VV ᆯ/ETM 정도/NNG 로/JKB 먹/VV 어서/EC 감각/NNG 을/JKO 마비/NNG 시키/XSV 어/EC 보/VX 기/ETN 도/JX 하/VX ᆫ다/EF ./SF 
배__02/NNG	열/NR 두/MM 살/NNB 에/JKB 집/NNG 을/JKO 떠나/VV 아/EC 중국/NNP 으로/JKB 향하/VV 는/ETM 	배/NNG	를/JKO 타/VV 려/EC 하/VV ᆯ/ETM 때/NNG ,/SP 돌아가/VV 시/EP ᆫ/ETM 아버님/NNG 께서/JKS 는/JX "/SS 네/NP 가/JKS 십/NR 년/NNB 공부/NNG 하/XSV 아/EC 진사/NNG 에/JKB 급제/NNG 하/XSV 
배__02/NNG	묶/VV 고/EC 다리/NNG 를/JKO 찌르/VV 는/ETM 노력/NNG 을/JKO 하/VV 아/EC 아버님/NNG 의/JKG 뜻/NNG 을/JKO 받들/VV 고자/EC 하/VX 았/EP 고/EC ,/SP 그리하여/MAJ 진실로/MAG 남/NNG 보다/JKB 열/NR 	배/NNG	백/NR 배/NNG 의/JKG 힘/NNG 을/JKO 기울이/VV 어/EC 노력/NNG 하/XSV ᆫ/ETM 지/NNB 6/SN 년/NNB 만/NNB 에/JKB 급제/NNG 하/XSV 게/EC 되/VX 었/EP 습니다/EF ./SF 
배__09/NNG	다리/NNG 를/JKO 찌르/VV 는/ETM 노력/NNG 을/JKO 하/VV 아/EC 아버님/NNG 의/JKG 뜻/NNG 을/JKO 받들/VV 고자/EC 하/VX 았/EP 고/EC ,/SP 그리하여/MAJ 진실로/MAG 남/NNG 보다/JKB 열/NR 배/NNG 백/NR 	배/NNG	의/JKG 힘/NNG 을/JKO 기울이/VV 어/EC 노력/NNG 하/XSV ᆫ/ETM 지/NNB 6/SN 년/NNB 만/NNB 에/JKB 급제/NNG 하/XSV 게/EC 되/VX 었/EP 습니다/EF ./SF 
배__02/NNG	열/NR 두/MM 살/NNB 에/JKB 	배/NNG	를/JKO 타/VV 고/EC 바다/NNG 건너오/VV 아/EC 글/NNG 로써/JKB 중국/NNP 천지/NNG 를/JKO 흔들/VV 더니만/EC 열여덟/NR 에/JKB 과거/NNG 마당/NNG 에서/JKB 싸우/VV 어/EC 단번에/MAG 급제/NNG 한/MM 장/NNB 쏘/VV 
배__02/NNG	당나라/NNP 로/JKB 가/VV 는/ETM 배편/NNG 을/JKO 안내/NNG 받/VV 은/ETM 두/MM 사람/NNG 은/JX 	배/NNG	를/JKO 타/VV 기/ETN 위하/VV 아/EC 당주계/NNP (/SS 지금/NNG 의/JKG 남양만/NNP )/SS 로/JKB 가/VV 고/EC 있/VX 었/EP 다/EF ./SF 
배__01/NNG	아프/VA 고/EC 	배/NNG	고프/VA 고/EC 춥/VA 고/EC 하/VX 는/ETM 등/NNB 의/JKG 괴로움/NNG 이/VCP 다/EF ./SF 
배__02/NNG	두/MM 번/NNB 째/XSN 유학/NNG 길/NNG 에서/JKB 는/JX 원효/NNP 가/JKS 중도/NNG 에/JKB 깨달음/NNG 을/JKO 얻/VV 고/EC 돌아가/VV 아/EC 버리/VX 어/EC 귀국/NNG 하/XSV 는/ETM 당나라/NNP 사신/NNG 의/JKG 	배/NNG	를/JKO 타/VV 고/EC 홀로/MAG 당나라/NNP 에/JKB 유학/NNG 하/XSV 았/EP 다/EF ./SF 
배__02/NNG	의상/NNP 이/JKS 귀국/NNG 하/XSV 는/ETM 당나라/NNP 사신/NNG 의/JKG 	배/NNG	를/JKO 타/VV 고/EC 당나라/NNP 에/JKB 도착/NNG 하/XSV 아/EC 탁발/NNG 을/JKO 하/VV 며/EC 목적지/NNG 로/JKB 가/VV 던/ETM 중/NNB 어느/MM 선비/NNG 의/JKG 집/NNG 에서/JKB 며칠/NNG 을/JKO 묵/VV 
배__02/NNG	10/SN 년/NNB 후/NNG 의상/NNP 이/JKS 귀국/NNG 하/XSV 는/ETM 길/NNG 에/JKB 잠시/MAG 들르/VV 어/EC 인사/NNG 를/JKO 하/VV 고/EC 곧바로/MAG 	배/NNG	에/JKB 오르/VV 았/EP 다/EF ./SF 
배__02/NNG	그러나/MAJ 	배/NNG	는/JX 이미/MAG 떠나가/VV 고/EC 있/VX 었/EP 다/EF ./SF 
배__02/NNG	선묘/NNP 는/JX 지극/XR 하/XSA ᆫ/ETM 정성/NNG 으로/JKB 	배/NNG	를/JKO 향하/VV 아/EC 상자/NNG 를/JKO 던지/VV 고/EC 는/JX 원/NNG (/SS 願/SH )/SS 을/JKO 다시/MAG 세우/VV 고/EC 바다/NNG 에/JKB 몸/NNG 을/JKO 던지/VV 었/EP 다/EF ./SF 
배__02/NNG	그리하여/MAJ 의상/NNP 이/JKS 타/VV ᆫ/ETM 	배/NNG	를/JKO 보호/NNG 하/XSV 는/ETM 용/NNG 이/JKC 되/VV 었/EP 다/EF ./SF 
배__01/NNG	나무/NNG 하/XSV 고/EC 고기/NNG 잡/VV 아/EC 	배/NNG	를/JKO 채우/VV 고/EC 달/NNG 을/JKO 노래/NNG 하/XSV 고/EC 바람/NNG 을/JKO 읊/VV 어/EC 정신/NNG 을/JKO 펴/VV 기/ETN 에/JKB 족하/VA 다/EF ./SF 
배__02/NNG	광나루/NNP 를/JKO 건너/VV 어/EC 한양/NNP 으로/JKB 들어가/VV 는데/EC 광풍/NNG 이/JKS 일/VV 어/EC 	배/NNG	가/JKS 뒤집히/VV ᆯ/ETM 지경/NNB 이/VCP 었/EP 다/EF ./SF 
배__02/NNG		배/NNG	에/JKB 타/VV ᆫ/ETM 사람/NNG 들/XSN 은/JX 울부짖/VV 으며/EC 안절부절/MAG 못/MAG 하/VV 았/EP 다/EF ./SF 
배__02/NNG	이리저리/MAG 뛰/VV 면/EC 오히려/MAJ 	배/NNG	가/JKS 뒤집히/VV 고/EC 말/VX ᄇ니다/EF ./SF 
배__02/NNG	죄/NNG 짓/VV 은/ETM 사람/NNG 은/JX 이/MM 	배/NNG	안/NNG 에/JKB 없/VA 는/ETM 듯/NNB 하/XSA 니/EC 두렵/VA ᆯ/ETM 것/NNB 없/VA 습니다/EF ./SF 
배__02/NNG	어쨌든/MAG 비바람/NNG 은/JX 가라앉/VV 고/EC 	배/NNG	는/JX 무사히/MAG 강가/NNG 에/JKB 닿/VV 을/ETM 수/NNB 있/VV 었/EP 다/EF ./SF 
배__01/NNG	진보/NNG 적/XSN 이/VCP ᆫ/ETM 현실/NNG 적/XSN 이상주의/NNG 이/VCP 자/EC 율곡/NNP 이이/NNP (/SS 栗谷/SH 李珥/SH )/SS 전하/NNG ,/SP 음식/NNG 은/JX 	배/NNG	를/JKO 채우/VV 는/ETM 것/NNB 이/JKC 아니/VCN 라/EC 식탁/NNG 을/JKO 가득/MAG 채우/VV 어/EC 서로/MAG 자랑/NNG 하/XSV 는/ETM 것/NNB 이/JKC 되/VV 었/EP 고/EC ,/SP 의복/NNG 은/JX 몸/NNG 
배__09/NNG	이앙법/NNG 의/JKG 실시/NNG 로/JKB 필요/NNG 하/XSA ᆫ/ETM 인력/NNG 은/JX 종전/NNG 보다/JKB 80/SN %/SW 나/JX 감소/NNG 하/XSV ᆫ/ETM 반면/NNG 에/JKB 소출/NNG 은/JX 두/MM 	배/NNG	로/JKB 늘/VV 었/EP 는데/EC ,/SP 이/NP 와/JKB 같/VA 은/ETM 필요/NNG 인력/NNG 의/JKG 감소/NNG 는/JX 농민/NNG 층/XSN 의/JKG 분화/NNG 를/JKO 촉진/NNG 하/XSV 았/EP 다/EF ./SF 
배__02/NNG	그/MM 때/NNG 마다/JX 한강/NNP 에/JKB 	배/NNG	다리/NNG 가/JKS 놓이/VV 었/EP 는데/EC ,/SP 그/MM 설치/NNG 를/JKO 다산/NNP 에게/JKB 맡기/VV 자/EC 훌륭/XR 하/XSA 게/EC 하/VV 아/EC 내/VX 었/EP 다/EF ./SF 
배__09/NNG	(/SS 1/SN 만/NR 여/XSN 가/NNG )/SS 과/JC 진한/NNP 의/JKG 소국/NNG (/SS 6/SN ～/SO 7/SN 백/NR 가/NNG )/SS 과/JKB 는/JX 인구/NNG 면/NNG 에서/JKB 적어도/MAG 10/SN 여/XSN 	배/NNG	의/JKG 차이/NNG 가/JKS 나/VV ᆫ다/EF ./SF 
배__09/NNG	도고상인/NNG 들/XSN 은/JX 이곳/NP 에서/JKB 만들/VV 어/EC 지/VX ᆫ/ETM 물품/NNG 을/JKO 싸/VA 게/EC 사/VV 아서/EC 몇/MM 	배/NNG	로/JKB 비싸/VA 게/EC 팔/VV 았/EP 다/EF ./SF 
배__09/NNG	에/JKB 는/JX 1/SN 결/NNB (/SS 結/SH )/SS 당/XSN 수확량/NNG 이/JKS 300/SN 두/NNB (/SS 斗/SH )/SS 이/VCP 던/ETM 것/NNB 이/JKS 19/SN 세기/NNG 에/JKB 들어오/VV 아/EC 그/MM 	배/NNG	가/JKC 되/VV 는/ETM 600/SN 두/NNB 정도/NNG 가/JKC 되/VV 었/EP 다/EF ./SF 
배__09/NNG	급속히/MAG 이앙법/NNG 이/JKS 보급/NNG 되/XSV 어/EC 벼/NNG 농사/NNG 에서/JKB 유일/NNG 하/XSA ᆫ/ETM 농법/NNG 이/JKC 되/VV ᆫ/ETM 까닭/NNG 은/JX 수확량/NNG 이/JKS 직파/NNG 에/JKB 비하/VV 아서/EC 2/SN 	배/NNG	나/JX 많/VA 고/EC 노동력/NNG 이/JKS 5/SN 분__x15/NNB 의/JKG 1/SN 이나/JX 6/SN 분__x15/NNB 의/JKG 1/SN 로/JKB 감소/NNG 하/XSV 기/ETN 때문/NNB 이/VCP 다/EF ./SF 
배__09/NNG	경제/NNG 성장/NNG 률/XSN 은/JX 8/SN 퍼센트/NNG 대__x21/NNB 이/VCP 었/EP 고/EC ,/SP 1/SN 인/NNB 당/XSN 생산/NNG (/SS 불변/NNG 가격/NNG 기준/NNG )/SS 은/JX 매/MM 11/SN 년/NNB 마다/JX 	배/NNG	씩/XSN 증가/NNG 하/XSV 아서/EC 1992/SN 년/NNB 에/JKB 는/JX 1960/SN 년/NNB 의/JKG 8/SN 배/NNG 에/JKB 이르/VV 었/EP 다/EF ./SF 
배__09/NNG	당/XSN 생산/NNG (/SS 불변/NNG 가격/NNG 기준/NNG )/SS 은/JX 매/MM 11/SN 년/NNB 마다/JX 배/NNG 씩/XSN 증가/NNG 하/XSV 아서/EC 1992/SN 년/NNB 에/JKB 는/JX 1960/SN 년/NNB 의/JKG 8/SN 	배/NNG	에/JKB 이르/VV 었/EP 다/EF ./SF 
배__09/NNG	2/SN 	배/NNG	,/SP 곡물/NNG 은/JX 1/SN ,/SP 000/SN 만/NR 톤/NNB 생산/NNG 을/JKO 목표/NNG 로/JKB 정하/VV 았/EP 다/EF ./SF 
배__09/NNG	2/SN 	배/NNG	,/SP 곡물/NNG 은/JX 1/SN ,/SP 000/SN 만/NR 톤/NNG 생산/NNG 을/JKO 목표/NNG 로/JKB 정하/VV 았/EP 다/EF ./SF 
배__09/NNG	……/SE 이렇/VA 게/EC 작황/NNG 의/JKG 변화/NNG 를/JKO 보/VV 고/EC 매매/NNG 하/XSV 아서/EC 백규/NNP 는/JX 해/NNG 마다/JX 재산/NNG 을/JKO 	배/NNG	로/JKB 늘리/VV 었/EP 다/EF ./SF 
배__03/NNG	사과/NNG ,/SP 	배/NNG	등/NNB 의/JKG 과일/NNG 이나/JC 수박/NNG ,/SP 호박/NNG 등/NNB 풀/NNG 의/JKG 열매/NNG ,/SP 소라/NNG 와/JC 조개/NNG 따위/NNB 는/JX 상인/NNG 의/JKG 손/NNG 을/JKO 거치/VV 지/EC 않/VX 아도/EC 
배__09/NNG	흉노/NNP 의/JKG 왕/NNG 선우/NNP 는/JX 10/SN 	배/NNG	가/JKS 넘/VV 는/ETM 자기/NP 의/JKG 군대/NNG 를/JKO 상대/NNG 로/JKB 무려/MAG 열흘/NNG 동안/NNG 이나/JX 화살/NNG 이/JKS 다/MAG 떨어지/VV ᆯ/ETM 때/NNG 까지/JX 맞서/VV 어/EC 싸우/VV 며/EC 엄청나/VA 
